# CFTC public record (grade-A leg, board 2026-09-14); knowable_at = report Tuesday + 3 days (point-in-time rule).
report_date,contract_market_name,open_interest_all,lev_money_long,lev_money_short,asset_mgr_long,asset_mgr_short,lev_money_net,knowable_at
2024-11-19,ETHER CASH SETTLED,11944,1687,4784,2645,192,-3097.0,2024-11-22
2024-11-19,MICRO ETHER,102858,54295,81273,699,2241,-26978.0,2024-11-22
2024-11-19,NANO ETHER,48181,418,44585,0,0,-44167.0,2024-11-22
2024-11-26,ETHER CASH SETTLED,14110,1358,5905,2932,143,-4547.0,2024-11-29
2024-11-26,MICRO ETHER,138213,83114,95115,1091,2489,-12001.0,2024-11-29
2024-11-26,NANO ETHER,57926,319,44590,0,0,-44271.0,2024-11-29
2024-12-03,ETHER CASH SETTLED,14798,1616,6903,3005,160,-5287.0,2024-12-06
2024-12-03,MICRO ETHER,88662,42916,80854,1135,2912,-37938.0,2024-12-06
2024-12-03,NANO ETHER,56071,585,50162,0,0,-49577.0,2024-12-06
2024-12-10,ETHER CASH SETTLED,18762,1661,7998,3699,239,-6337.0,2024-12-13
2024-12-10,MICRO ETHER,166451,118442,138554,889,2675,-20112.0,2024-12-13
2024-12-10,NANO ETHER,71380,554,66616,0,0,-66062.0,2024-12-13
2024-12-17,ETHER CASH SETTLED,22486,1709,8462,4058,216,-6753.0,2024-12-20
2024-12-17,MICRO ETHER,200948,135580,184862,966,3173,-49282.0,2024-12-20
2024-12-17,NANO ETHER,82704,863,77864,0,0,-77001.0,2024-12-20
2024-12-24,ETHER CASH SETTLED,19754,1410,7626,3743,249,-6216.0,2024-12-27
2024-12-24,MICRO ETHER,216097,163936,204508,1072,2243,-40572.0,2024-12-27
2024-12-24,NANO ETHER,72513,2192,68951,0,0,-66759.0,2024-12-27
2024-12-31,ETHER CASH SETTLED,17440,1153,6238,3679,63,-5085.0,2025-01-03
2024-12-31,MICRO ETHER,55328,34487,13536,1301,1537,20951.0,2025-01-03
2024-12-31,NANO ETHER,51154,368,44943,0,0,-44575.0,2025-01-03
2025-01-07,ETHER CASH SETTLED,18026,1866,7323,3314,307,-5457.0,2025-01-10
2025-01-07,MICRO ETHER,54210,23698,11265,1848,2458,12433.0,2025-01-10
2025-01-07,NANO ETHER,58466,2264,51244,0,0,-48980.0,2025-01-10
2025-01-14,ETHER CASH SETTLED,17427,868,7702,3308,201,-6834.0,2025-01-17
2025-01-14,MICRO ETHER,62597,27337,14019,1727,2388,13318.0,2025-01-17
2025-01-14,NANO ETHER,61516,1311,55709,0,0,-54398.0,2025-01-17
2025-01-21,ETHER CASH SETTLED,20128,775,9104,3631,154,-8329.0,2025-01-24
2025-01-21,MICRO ETHER,85564,46439,33579,2358,2182,12860.0,2025-01-24
2025-01-21,NANO ETHER,66689,1116,58415,0,0,-57299.0,2025-01-24
2025-01-28,ETHER CASH SETTLED,19883,757,8866,3329,69,-8109.0,2025-01-31
2025-01-28,MICRO ETHER,100674,65705,52210,1954,1706,13495.0,2025-01-31
2025-01-28,NANO ETHER,53744,1047,45346,0,0,-44299.0,2025-01-31
2025-02-04,ETHER CASH SETTLED,22276,748,12225,3594,261,-11477.0,2025-02-07
2025-02-04,MICRO ETHER,143026,101873,124420,909,803,-22547.0,2025-02-07
2025-02-04,NANO ETHER,75611,3844,60294,0,0,-56450.0,2025-02-07
2025-02-11,ETHER CASH SETTLED,20262,714,11126,3304,202,-10412.0,2025-02-14
2025-02-11,MICRO ETHER,98909,52869,86946,1060,642,-34077.0,2025-02-14
2025-02-11,NANO ETHER,64505,2312,47853,0,0,-45541.0,2025-02-14
2025-02-18,ETHER CASH SETTLED,21214,665,10278,2900,217,-9613.0,2025-02-21
2025-02-18,MICRO ETHER,94663,52198,82128,771,1651,-29930.0,2025-02-21
2025-02-18,NANO ETHER,64153,2133,50783,0,0,-48650.0,2025-02-21
2025-02-25,ETHER CASH SETTLED,20133,542,10666,2847,485,-10124.0,2025-02-28
2025-02-25,MICRO ETHER,88580,40121,78784,871,640,-38663.0,2025-02-28
2025-02-25,NANO ETHER,63920,625,47544,0,0,-46919.0,2025-02-28
2025-03-04,ETHER CASH SETTLED,18575,748,8544,2823,693,-7796.0,2025-03-07
2025-03-04,MICRO ETHER,53775,14463,45091,951,2461,-30628.0,2025-03-07
2025-03-04,NANO ETHER,38357,677,22868,0,0,-22191.0,2025-03-07
2025-03-11,ETHER CASH SETTLED,19269,1285,7654,2456,954,-6369.0,2025-03-14
2025-03-11,MICRO ETHER,109162,20452,97727,807,4989,-77275.0,2025-03-14
2025-03-11,NANO ETHER,44603,952,16378,0,0,-15426.0,2025-03-14
2025-03-18,ETHER CASH SETTLED,18806,1470,6862,2297,949,-5392.0,2025-03-21
2025-03-18,MICRO ETHER,148490,17892,130757,878,9252,-112865.0,2025-03-21
2025-03-18,NANO ETHER,44145,1560,21232,0,0,-19672.0,2025-03-21
2025-03-25,ETHER CASH SETTLED,18842,1014,7476,2619,938,-6462.0,2025-03-28
2025-03-25,MICRO ETHER,219546,14908,205444,1206,10308,-190536.0,2025-03-28
2025-03-25,NANO ETHER,41060,1614,17447,0,0,-15833.0,2025-03-28
2025-04-01,ETHER CASH SETTLED,16906,1095,6902,2653,1088,-5807.0,2025-04-04
2025-04-01,MICRO ETHER,38894,3629,9605,221,10535,-5976.0,2025-04-04
2025-04-01,NANO ETHER,36303,3631,8396,0,0,-4765.0,2025-04-04
2025-04-08,ETHER CASH SETTLED,14944,1322,5435,1732,1453,-4113.0,2025-04-11
2025-04-08,MICRO ETHER,63049,24100,35657,93,10820,-11557.0,2025-04-11
2025-04-08,NANO ETHER,36627,481,11089,0,0,-10608.0,2025-04-11
2025-04-15,ETHER CASH SETTLED,14338,789,5835,1807,1844,-5046.0,2025-04-18
2025-04-15,MICRO ETHER,69586,5114,48964,393,10502,-43850.0,2025-04-18
2025-04-15,NANO ETHER,57053,1506,24415,0,0,-22909.0,2025-04-18
2025-04-22,ETHER CASH SETTLED,15457,1192,6252,1843,1758,-5060.0,2025-04-25
2025-04-22,MICRO ETHER,78064,11802,41376,393,10774,-29574.0,2025-04-25
2025-04-22,NANO ETHER,66354,176,30803,0,0,-30627.0,2025-04-25
2025-04-29,ETHER CASH SETTLED,13667,852,6209,1490,1365,-5357.0,2025-05-02
2025-04-29,MICRO ETHER,48373,9270,28081,1831,9582,-18811.0,2025-05-02
2025-04-29,NANO ETHER,53818,357,25665,0,0,-25308.0,2025-05-02
2025-05-06,ETHER CASH SETTLED,13573,983,5259,1790,1870,-4276.0,2025-05-09
2025-05-06,MICRO ETHER,66205,21251,46504,1557,8762,-25253.0,2025-05-09
2025-05-06,NANO ETHER,69615,1560,43147,0,0,-41587.0,2025-05-09
2025-05-13,ETHER CASH SETTLED,19714,737,10075,2670,1288,-9338.0,2025-05-16
2025-05-13,MICRO ETHER,74537,33053,45743,1319,6983,-12690.0,2025-05-16
2025-05-13,NANO ETHER,92745,4881,63026,0,0,-58145.0,2025-05-16
2025-05-20,ETHER CASH SETTLED,20036,1093,10556,2600,934,-9463.0,2025-05-23
2025-05-20,MICRO ETHER,103672,52603,80860,1000,3707,-28257.0,2025-05-23
2025-05-20,NANO ETHER,91738,2575,48538,0,0,-45963.0,2025-05-23
2025-05-27,ETHER CASH SETTLED,23392,1027,12961,2973,600,-11934.0,2025-05-30
2025-05-27,MICRO ETHER,130108,76418,101924,733,1134,-25506.0,2025-05-30
2025-05-27,NANO ETHER,98512,5892,33275,0,0,-27383.0,2025-05-30
2025-06-03,ETHER CASH SETTLED,22164,1326,11384,2925,544,-10058.0,2025-06-06
2025-06-03,MICRO ETHER,47941,18993,41533,896,819,-22540.0,2025-06-06
2025-06-03,NANO ETHER,112060,192,82128,0,0,-81936.0,2025-06-06
2025-06-10,ETHER CASH SETTLED,23387,2292,13297,3222,648,-11005.0,2025-06-13
2025-06-10,MICRO ETHER,69791,27497,53809,288,1088,-26312.0,2025-06-13
2025-06-10,NANO ETHER,123003,1507,79595,0,0,-78088.0,2025-06-13
2025-06-17,ETHER CASH SETTLED,23715,2062,12744,2989,520,-10682.0,2025-06-20
2025-06-17,MICRO ETHER,123343,84159,117623,942,1479,-33464.0,2025-06-20
2025-06-17,NANO ETHER,130297,1156,91088,0,0,-89932.0,2025-06-20
2025-06-24,ETHER CASH SETTLED,27869,2116,13221,3058,512,-11105.0,2025-06-27
2025-06-24,MICRO ETHER,128500,94167,112442,204,1460,-18275.0,2025-06-27
2025-06-24,NANO ETHER,117947,105,67551,0,0,-67446.0,2025-06-27
2025-07-01,ETHER CASH SETTLED,24314,1275,12574,3027,540,-11299.0,2025-07-04
2025-07-01,MICRO ETHER,69879,21280,55697,459,1479,-34417.0,2025-07-04
2025-07-01,NANO ETHER,111633,570,56069,0,0,-55499.0,2025-07-04
2025-07-08,ETHER CASH SETTLED,25914,973,14241,3693,526,-13268.0,2025-07-11
2025-07-08,MICRO ETHER,68934,15732,40516,459,1184,-24784.0,2025-07-11
2025-07-08,NANO ETHER,107756,1028,50890,0,0,-49862.0,2025-07-11
2025-07-15,ETHER CASH SETTLED,30812,1460,16907,4075,527,-15447.0,2025-07-18
2025-07-15,MICRO ETHER,113094,51547,34351,1594,698,17196.0,2025-07-18
2025-07-15,NANO ETHER,139430,3845,70251,0,0,-66406.0,2025-07-18
2025-07-22,ETHER CASH SETTLED,38612,2172,15353,4905,439,-13181.0,2025-07-25
2025-07-22,MICRO ETHER,97153,33182,80809,1326,898,-47627.0,2025-07-25
2025-07-22,NANO ETHER,133241,1683,99075,0,0,-97392.0,2025-07-25
2025-07-22,NANO ETHER PERP STYLE,55155,2659,449,0,0,2210.0,2025-07-25
2025-07-29,ETHER CASH SETTLED,33821,2124,14455,4318,511,-12331.0,2025-08-01
2025-07-29,MICRO ETHER,73508,12649,68352,1334,1041,-55703.0,2025-08-01
2025-07-29,NANO ETHER,104402,6240,84946,0,0,-78706.0,2025-08-01
2025-07-29,NANO ETHER PERP STYLE,92130,477,79746,0,0,-79269.0,2025-08-01
2025-08-05,ETHER CASH SETTLED,30265,2455,15231,4894,339,-12776.0,2025-08-08
2025-08-05,MICRO ETHER,106660,23270,72023,1534,1285,-48753.0,2025-08-08
2025-08-05,NANO ETHER,114526,1956,87939,0,0,-85983.0,2025-08-08
2025-08-05,NANO ETHER PERP STYLE,89599,1192,69722,0,0,-68530.0,2025-08-08
2025-08-12,ETHER CASH SETTLED,36936,2184,20488,5817,475,-18304.0,2025-08-15
2025-08-12,MICRO ETHER,142654,48977,69609,2888,744,-20632.0,2025-08-15
2025-08-12,NANO ETHER,167120,36300,129471,0,0,-93171.0,2025-08-15
2025-08-12,NANO ETHER PERP STYLE,112337,11475,72373,0,0,-60898.0,2025-08-15
2025-08-19,ETHER CASH SETTLED,37381,4131,18111,5118,326,-13980.0,2025-08-22
2025-08-19,MICRO ETHER,126648,65458,106792,3643,1260,-41334.0,2025-08-22
2025-08-19,NANO ETHER,134663,28906,115871,0,0,-86965.0,2025-08-22
2025-08-19,NANO ETHER PERP STYLE,115050,2323,69765,0,0,-67442.0,2025-08-22
2025-08-26,ETHER CASH SETTLED,43853,2938,21927,6073,293,-18989.0,2025-08-29
2025-08-26,MICRO ETHER,235353,127074,179673,3214,847,-52599.0,2025-08-29
2025-08-26,NANO ETHER,152374,13459,139657,0,0,-126198.0,2025-08-29
2025-08-26,NANO ETHER PERP STYLE,132122,7215,75162,0,0,-67947.0,2025-08-29
2025-09-02,ETHER CASH SETTLED,37915,3361,18196,5147,375,-14835.0,2025-09-05
2025-09-02,MICRO ETHER,105554,37176,88616,3717,518,-51440.0,2025-09-05
2025-09-02,NANO ETHER,125379,33825,83304,0,0,-49479.0,2025-09-05
2025-09-02,NANO ETHER PERP STYLE,141768,819,87427,0,0,-86608.0,2025-09-05
2025-09-09,ETHER CASH SETTLED,36993,4663,18356,4945,430,-13693.0,2025-09-12
2025-09-09,MICRO ETHER,124980,50198,106033,3127,1081,-55835.0,2025-09-12
2025-09-09,NANO ETHER,140003,23657,93956,0,0,-70299.0,2025-09-12
2025-09-09,NANO ETHER PERP STYLE,150896,533,96303,0,0,-95770.0,2025-09-12
2025-09-16,ETHER CASH SETTLED,38209,3466,19641,5104,392,-16175.0,2025-09-19
2025-09-16,MICRO ETHER,158289,75161,137457,3952,527,-62296.0,2025-09-19
2025-09-16,NANO ETHER,137272,19818,92851,0,0,-73033.0,2025-09-19
2025-09-16,NANO ETHER PERP STYLE,152000,621,95248,0,0,-94627.0,2025-09-19
2025-09-23,ETHER CASH SETTLED,42940,3693,19738,4908,438,-16045.0,2025-09-26
2025-09-23,MICRO ETHER,233155,161006,220344,4195,517,-59338.0,2025-09-26
2025-09-23,NANO ETHER,175194,80089,121985,0,0,-41896.0,2025-09-26
2025-09-23,NANO ETHER PERP STYLE,169017,2654,114737,0,0,-112083.0,2025-09-26
2025-09-30,ETHER CASH SETTLED,43169,1824,20784,5231,747,-18960.0,2025-10-03
2025-09-30,MICRO ETHER,127170,58813,90575,3427,2001,-31762.0,2025-10-03
2025-09-30,NANO ETHER,129066,47492,75389,0,0,-27897.0,2025-10-03
2025-09-30,NANO ETHER PERP STYLE,149878,7551,82785,0,0,-75234.0,2025-10-03
2025-10-07,ETHER CASH SETTLED,43251,2054,22116,5915,711,-20062.0,2025-10-10
2025-10-07,MICRO ETHER,145181,49755,108259,4291,2708,-58504.0,2025-10-10
2025-10-07,NANO ETHER,174623,51134,120917,0,0,-69783.0,2025-10-10
2025-10-07,NANO ETHER PERP STYLE,179011,16035,92315,0,0,-76280.0,2025-10-10
2025-10-14,ETHER CASH SETTLED,45830,2949,24201,5386,782,-21252.0,2025-10-17
2025-10-14,MICRO ETHER,233706,155155,197813,4052,2002,-42658.0,2025-10-17
2025-10-14,NANO ETHER,111608,14134,65867,0,0,-51733.0,2025-10-17
2025-10-14,NANO ETHER PERP STYLE,149958,1247,84896,0,0,-83649.0,2025-10-17
2025-10-21,ETHER CASH SETTLED,48616,3298,23787,4629,813,-20489.0,2025-10-24
2025-10-21,MICRO ETHER,295153,206525,258363,3158,2926,-51838.0,2025-10-24
2025-10-21,NANO ETHER,123047,18756,78497,0,0,-59741.0,2025-10-24
2025-10-21,NANO ETHER PERP STYLE,155156,205,77787,0,0,-77582.0,2025-10-24
2025-10-28,ETHER CASH SETTLED,53183,2216,22183,3640,880,-19967.0,2025-10-31
2025-10-28,MICRO ETHER,335016,247494,292326,3258,2562,-44832.0,2025-10-31
2025-10-28,NANO ETHER,121239,18987,112658,0,0,-93671.0,2025-10-31
2025-10-28,NANO ETHER PERP STYLE,167864,7986,61813,0,0,-53827.0,2025-10-31
2025-11-04,ETHER CASH SETTLED,43229,6912,19939,3266,935,-13027.0,2025-11-07
2025-11-04,MICRO ETHER,184669,120296,160066,2319,2538,-39770.0,2025-11-07
2025-11-04,NANO ETHER,111971,45245,104788,0,0,-59543.0,2025-11-07
2025-11-04,NANO ETHER PERP STYLE,168104,35928,64362,0,0,-28434.0,2025-11-07
2025-11-10,ETHER CASH SETTLED,43217,4852,21443,3622,1029,-16591.0,2025-11-13
2025-11-10,MICRO ETHER,256306,189761,239361,1171,2456,-49600.0,2025-11-13
2025-11-10,NANO ETHER,137577,35846,124332,0,0,-88486.0,2025-11-13
2025-11-10,NANO ETHER PERP STYLE,180078,25218,68816,0,0,-43598.0,2025-11-13
2025-11-18,ETHER CASH SETTLED,42864,5218,17815,2898,952,-12597.0,2025-11-21
2025-11-18,MICRO ETHER,343707,272744,301784,647,2678,-29040.0,2025-11-21
2025-11-18,NANO ETHER,99213,17365,83881,0,0,-66516.0,2025-11-21
2025-11-18,NANO ETHER PERP STYLE,163549,20786,27332,0,0,-6546.0,2025-11-21
2025-11-25,ETHER CASH SETTLED,41364,5442,15914,2556,1194,-10472.0,2025-11-28
2025-11-25,MICRO ETHER,490147,394574,432859,70,3378,-38285.0,2025-11-28
2025-11-25,NANO ETHER,116695,20889,106689,0,0,-85800.0,2025-11-28
2025-11-25,NANO ETHER PERP STYLE,176765,24513,46460,0,0,-21947.0,2025-11-28
2025-12-02,ETHER CASH SETTLED,38895,3782,14198,2459,1186,-10416.0,2025-12-05
2025-12-02,MICRO ETHER,125541,71993,106984,100,2692,-34991.0,2025-12-05
2025-12-02,NANO ETHER,85702,29892,71050,0,0,-41158.0,2025-12-05
2025-12-02,NANO ETHER PERP STYLE,234355,79599,101473,0,0,-21874.0,2025-12-05
2025-12-09,ETHER CASH SETTLED,42332,2162,17140,3197,1320,-14978.0,2025-12-12
2025-12-09,MICRO ETHER,149753,99266,134294,572,2554,-35028.0,2025-12-12
2025-12-09,NANO ETHER,99310,29386,79841,0,0,-50455.0,2025-12-12
2025-12-09,NANO ETHER PERP STYLE,232942,90664,69428,0,0,21236.0,2025-12-12
2025-12-16,ETHER CASH SETTLED,41074,2191,14030,2517,1136,-11839.0,2025-12-19
2025-12-16,MICRO ETHER,216367,171095,195167,567,3178,-24072.0,2025-12-19
2025-12-16,NANO ETHER,91428,20065,79261,0,0,-59196.0,2025-12-19
2025-12-16,NANO ETHER PERP STYLE,190296,597,81196,0,0,-80599.0,2025-12-19
2025-12-23,ETHER CASH SETTLED,39065,1369,13548,2271,1315,-12179.0,2025-12-26
2025-12-23,MICRO ETHER,214136,171163,197024,732,2616,-25861.0,2025-12-26
2025-12-23,NANO ETHER,85776,10598,73732,0,0,-63134.0,2025-12-26
2025-12-23,NANO ETHER PERP STYLE,218474,40292,66148,0,0,-25856.0,2025-12-26
2025-12-30,ETHER CASH SETTLED,33635,1378,13241,2097,1200,-11863.0,2026-01-02
2025-12-30,MICRO ETHER,94649,57571,82162,427,2893,-24591.0,2026-01-02
2025-12-30,NANO ETHER,47665,14956,39191,0,0,-24235.0,2026-01-02
2025-12-30,NANO ETHER PERP STYLE,195645,32887,80636,0,0,-47749.0,2026-01-02
2026-01-06,ETHER CASH SETTLED,37920,1476,16847,3047,939,-15371.0,2026-01-09
2026-01-06,MICRO ETHER,102523,57820,86019,777,3478,-28199.0,2026-01-09
2026-01-06,NANO ETHER,57763,21554,45454,0,0,-23900.0,2026-01-09
2026-01-06,NANO ETHER PERP STYLE,199668,37749,88326,0,0,-50577.0,2026-01-09
2026-01-13,ETHER CASH SETTLED,37336,2382,17383,2921,1118,-15001.0,2026-01-16
2026-01-13,MICRO ETHER,119503,78596,102115,615,3599,-23519.0,2026-01-16
2026-01-13,NANO ETHER,73601,24284,63245,0,0,-38961.0,2026-01-16
2026-01-13,NANO ETHER PERP STYLE,214165,44437,100556,0,0,-56119.0,2026-01-16
2026-01-20,ETHER CASH SETTLED,36570,5982,17432,2310,1517,-11450.0,2026-01-23
2026-01-20,MICRO ETHER,138598,89722,123924,655,3313,-34202.0,2026-01-23
2026-01-20,NANO ETHER,66798,18355,56968,0,0,-38613.0,2026-01-23
2026-01-20,NANO ETHER PERP STYLE,203384,44092,110401,0,0,-66309.0,2026-01-23
2026-01-27,ETHER CASH SETTLED,40419,3209,16114,1970,633,-12905.0,2026-01-30
2026-01-27,MICRO ETHER,209045,166334,194450,951,4014,-28116.0,2026-01-30
2026-01-27,NANO ETHER,64545,9283,53068,0,0,-43785.0,2026-01-30
2026-01-27,NANO ETHER PERP STYLE,200614,40094,73857,0,0,-33763.0,2026-01-30
2026-02-03,ETHER CASH SETTLED,33723,4126,12360,1272,679,-8234.0,2026-02-06
2026-02-03,MICRO ETHER,115739,80940,102076,268,4248,-21136.0,2026-02-06
2026-02-03,NANO ETHER,56874,8697,38933,0,0,-30236.0,2026-02-06
2026-02-03,NANO ETHER PERP STYLE,202739,40245,123070,0,0,-82825.0,2026-02-06
2026-02-10,ETHER CASH SETTLED,33814,5214,10963,1635,954,-5749.0,2026-02-13
2026-02-10,MICRO ETHER,165677,120000,144925,763,5724,-24925.0,2026-02-13
2026-02-10,NANO ETHER,55235,8061,34599,0,0,-26538.0,2026-02-13
2026-02-10,NANO ETHER PERP STYLE,158693,19981,70045,0,0,-50064.0,2026-02-13
2026-02-17,ETHER CASH SETTLED,33154,4469,9994,2423,1587,-5525.0,2026-02-20
2026-02-17,MICRO ETHER,174103,132152,153544,707,5890,-21392.0,2026-02-20
2026-02-17,NANO ETHER,53571,3563,37723,0,0,-34160.0,2026-02-20
2026-02-17,NANO ETHER PERP STYLE,165220,30401,46329,0,0,-15928.0,2026-02-20
2026-02-24,ETHER CASH SETTLED,37088,5031,7734,1209,2378,-2703.0,2026-02-27
2026-02-24,MICRO ETHER,177307,140570,160716,707,7056,-20146.0,2026-02-27
2026-02-24,NANO ETHER,59842,10620,39133,0,0,-28513.0,2026-02-27
2026-02-24,NANO ETHER PERP STYLE,162958,24172,46316,0,0,-22144.0,2026-02-27
2026-03-03,ETHER CASH SETTLED,34357,3100,10867,2012,2050,-7767.0,2026-03-06
2026-03-03,MICRO ETHER,51800,17079,31638,998,8088,-14559.0,2026-03-06
2026-03-03,NANO ETHER,48177,4779,35074,0,0,-30295.0,2026-03-06
2026-03-03,NANO ETHER PERP STYLE,158569,30770,14142,0,0,16628.0,2026-03-06
2026-03-10,ETHER CASH SETTLED,35259,2454,13602,2209,2161,-11148.0,2026-03-13
2026-03-10,MICRO ETHER,60732,16878,31879,1329,8291,-15001.0,2026-03-13
2026-03-10,NANO ETHER,54405,6604,39580,0,0,-32976.0,2026-03-13
2026-03-10,NANO ETHER PERP STYLE,181237,58614,23609,0,0,35005.0,2026-03-13
2026-03-17,ETHER CASH SETTLED,38577,2314,16303,2894,2192,-13989.0,2026-03-20
2026-03-17,MICRO ETHER,55455,13211,29088,1189,9296,-15877.0,2026-03-20
2026-03-17,NANO ETHER,54178,14732,38637,0,0,-23905.0,2026-03-20
2026-03-17,NANO ETHER PERP STYLE,216006,82300,78617,0,0,3683.0,2026-03-20
2026-03-24,ETHER CASH SETTLED,35846,1924,12926,2210,2082,-11002.0,2026-03-27
2026-03-24,MICRO ETHER,81734,35220,50154,1002,9197,-14934.0,2026-03-27
2026-03-24,NANO ETHER,45617,5673,35553,0,0,-29880.0,2026-03-27
2026-03-24,NANO ETHER PERP STYLE,179241,31067,83683,0,0,-52616.0,2026-03-27
2026-03-31,ETHER CASH SETTLED,28463,2563,12874,2113,2205,-10311.0,2026-04-03
2026-03-31,MICRO ETHER,55281,28300,38772,1101,9284,-10472.0,2026-04-03
2026-03-31,NANO ETHER,47191,11068,34744,0,0,-23676.0,2026-04-03
2026-03-31,NANO ETHER PERP STYLE,146005,7091,25900,0,0,-18809.0,2026-04-03
2026-04-07,ETHER CASH SETTLED,28648,2802,12829,2080,2169,-10027.0,2026-04-10
2026-04-07,MICRO ETHER,61911,36129,48310,1618,8771,-12181.0,2026-04-10
2026-04-07,NANO ETHER,42963,5411,21095,0,0,-15684.0,2026-04-10
2026-04-07,NANO ETHER PERP STYLE,157062,8211,45531,0,0,-37320.0,2026-04-10
2026-04-14,ETHER CASH SETTLED,34354,2080,14029,2976,2449,-11949.0,2026-04-17
2026-04-14,MICRO ETHER,61243,27322,46445,2137,7448,-19123.0,2026-04-17
2026-04-14,NANO ETHER,40328,3494,28406,0,0,-24912.0,2026-04-17
2026-04-14,NANO ETHER PERP STYLE,194616,78467,36108,0,0,42359.0,2026-04-17
2026-04-21,ETHER CASH SETTLED,31005,2441,13124,2527,2576,-10683.0,2026-04-24
2026-04-21,MICRO ETHER,68135,28754,48473,1828,6471,-19719.0,2026-04-24
2026-04-21,NANO ETHER,43824,1858,34724,0,0,-32866.0,2026-04-24
2026-04-21,NANO ETHER PERP STYLE,177995,35463,59501,0,0,-24038.0,2026-04-24
2026-04-28,ETHER CASH SETTLED,27777,2142,13783,2462,2017,-11641.0,2026-05-01
2026-04-28,MICRO ETHER,41497,15373,31212,1764,4843,-15839.0,2026-05-01
2026-04-28,NANO ETHER,50919,11883,43327,0,0,-31444.0,2026-05-01
2026-04-28,NANO ETHER PERP STYLE,178740,18627,84076,0,0,-65449.0,2026-05-01
2026-05-05,ETHER CASH SETTLED,30408,2330,15923,3385,2025,-13593.0,2026-05-08
2026-05-05,MICRO ETHER,37290,11284,26127,1307,5161,-14843.0,2026-05-08
2026-05-05,NANO ETHER,50722,5953,43671,0,0,-37718.0,2026-05-08
2026-05-05,NANO ETHER PERP STYLE,183193,47286,68189,0,0,-20903.0,2026-05-08
2026-05-12,ETHER CASH SETTLED,31749,4372,14776,2639,3175,-10404.0,2026-05-15
2026-05-12,MICRO ETHER,44378,15661,30211,1530,3881,-14550.0,2026-05-15
2026-05-12,NANO ETHER,55967,10422,50755,0,0,-40333.0,2026-05-15
2026-05-12,NANO ETHER PERP STYLE,193477,13439,113994,0,0,-100555.0,2026-05-15
2026-05-19,ETHER CASH SETTLED,33062,5907,14242,1932,3432,-8335.0,2026-05-22
2026-05-19,MICRO ETHER,44538,14416,24761,1335,4022,-10345.0,2026-05-22
2026-05-19,NANO ETHER,55725,14708,49349,0,0,-34641.0,2026-05-22
2026-05-19,NANO ETHER PERP STYLE,188925,21907,88270,0,0,-66363.0,2026-05-22
2026-05-26,ETHER CASH SETTLED,30856,6212,13716,1593,3185,-7504.0,2026-05-29
2026-05-26,MICRO ETHER,56580,13670,27287,1857,6016,-13617.0,2026-05-29
2026-05-26,NANO ETHER,64335,18914,57513,0,0,-38599.0,2026-05-29
2026-05-26,NANO ETHER PERP STYLE,189411,21285,70162,0,0,-48877.0,2026-05-29
2026-06-02,ETHER CASH SETTLED,25516,7161,11482,1183,4486,-4321.0,2026-06-05
2026-06-02,MICRO ETHER,42223,16092,20966,1600,8399,-4874.0,2026-06-05
2026-06-02,NANO ETHER,39482,1122,35764,0,0,-34642.0,2026-06-05
2026-06-02,NANO ETHER PERP STYLE,205265,43878,89201,0,0,-45323.0,2026-06-05
2026-06-09,ETHER CASH SETTLED,25138,7370,12021,903,4145,-4651.0,2026-06-12
2026-06-09,MICRO ETHER,51582,17295,27020,1638,9293,-9725.0,2026-06-12
2026-06-09,NANO ETHER,45032,1895,39891,0,0,-37996.0,2026-06-12
2026-06-09,NANO ETHER PERP STYLE,206457,56084,92619,0,0,-36535.0,2026-06-12
2026-06-16,ETHER CASH SETTLED,26110,4855,11607,1433,3747,-6752.0,2026-06-19
2026-06-16,MICRO ETHER,48079,14275,28234,1680,9226,-13959.0,2026-06-19
2026-06-16,NANO ETHER,46825,2872,40709,0,0,-37837.0,2026-06-19
2026-06-16,NANO ETHER PERP STYLE,188043,35644,78008,0,0,-42364.0,2026-06-19
2026-06-23,ETHER CASH SETTLED,26007,5617,10594,1038,4054,-4977.0,2026-06-26
2026-06-23,MICRO ETHER,46777,15532,26415,1649,9363,-10883.0,2026-06-26
2026-06-23,NANO ETHER,41933,4231,35052,0,0,-30821.0,2026-06-26
2026-06-23,NANO ETHER PERP STYLE,208118,41406,102993,0,0,-61587.0,2026-06-26
2026-06-30,ETHER CASH SETTLED,21475,4668,9359,874,3912,-4691.0,2026-07-03
2026-06-30,MICRO ETHER,36732,14445,20276,932,9357,-5831.0,2026-07-03
2026-06-30,NANO ETHER,31667,5272,25800,0,0,-20528.0,2026-07-03
2026-06-30,NANO ETHER PERP STYLE,208759,25322,116846,0,0,-91524.0,2026-07-03
2026-07-07,ETHER CASH SETTLED,21746,2488,9797,1819,3928,-7309.0,2026-07-10
2026-07-07,MICRO ETHER,42958,19424,24248,1151,9322,-4824.0,2026-07-10
2026-07-07,NANO ETHER,34986,6311,27962,0,0,-21651.0,2026-07-10
2026-07-07,NANO ETHER PERP STYLE,199910,22487,119114,0,0,-96627.0,2026-07-10
2026-07-14,ETHER CASH SETTLED,22539,2914,10875,1937,3343,-7961.0,2026-07-17
2026-07-14,MICRO ETHER,48033,19132,30108,1713,9353,-10976.0,2026-07-17
2026-07-14,NANO ETHER,34224,5969,25606,0,0,-19637.0,2026-07-17
